,Title,Developer,Publisher,First released,JP,EU/PAL,NA
1836,Kamen Rider Kabuto,Namco Bandai,Namco Bandai,2006-11-30JP,Released,Unreleased,Unreleased
1837,Kamen Rider: Seigi No Keifu,Banpresto,Banpresto,2003-11-27JP,Released,Unreleased,Unreleased
1838,Kamisama Kazoku: Ouen Ganbou,Dorart,Dorart,2006-09-21JP,Released,Unreleased,Unreleased
1839,Kamiwaza,Acquire,Acquire,2006-08-31JP,Released,Unreleased,Unreleased
1840,Kamiyo Gakuen Makorouku Kurunugia,Idea Factory,Idea Factory,2008-10-09JP,Released,Unreleased,Unreleased
1841,The Kanji Quiz,Vingt-et-un Systems,D3 Publisher,2004-03-18JP,Released,Unreleased,Unreleased
1842,"Kanojo no Densetsu, Boku no Sekiban",Best Media,D3 Publisher,2003-12-18JP,Released,Unreleased,Unreleased
1843,Kanokon: Esuii,5pb,5pb,2008-07-31JP,Released,Unreleased,Unreleased
1844,Kanon,Key,Interchannel,2002-02-28JP,Released,Unreleased,Unreleased
1845,The Kanshikikan,Tomcat System,D3 Publisher,2005-02-17JP,Released,Unreleased,Unreleased
1846,Kanuchi: Kuroki Tsubasa no Shou,Vingt-et-un Systems,Idea Factory,2009-04-23JP,Released,Unreleased,Unreleased
1847,Kanuchi: Shiroki Tsubasa no Shou,Vingt-et-un Systems,Idea Factory,2008-10-02JP,Released,Unreleased,Unreleased
1848,Kao the Kangaroo Round 2,Tate Interactive,"JoWooD ProductionsEU, AtariNA",2005-04-15EU,Unreleased,Released,Released
1849,Kappa no Kai-Kata,Konami,Konami,2004-10-14JP,Released,Unreleased,Unreleased
1850,Karaoke Party,Datel,Datel,2003-11-07EU,Unreleased,Released,Unreleased
1851,Karaoke Revolution,Harmonix Music Systems,Konami,2003-10-24NA,Unreleased,Released,Released
1852,Karaoke Revolution Party,Harmonix Music Systems,Konami,2005-11-08NA,Unreleased,Unreleased,Released
1853,Karaoke Revolution Presents: American Idol,Blitz Games,Konami,2007-01-02NA,Unreleased,Unreleased,Released
1854,Karaoke Revolution Presents: American Idol Encore,Blitz Games,Konami,2008-02-05NA,Unreleased,Unreleased,Released
1855,Karaoke Revolution Volume 2,Harmonix Music Systems,Konami,2004-07-13NA,Unreleased,Unreleased,Released
1856,Karaoke Revolution Volume 3,Harmonix Music Systems,Konami,2004-11-09NA,Unreleased,Unreleased,Released
1857,Karaoke Revolution: Anime Song Collection,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1858,Karaoke Revolution: Dreams & Memories,Konami,Konami,2004-03-18JP,Released,Unreleased,Unreleased
1859,Karaoke Revolution: Family Pack,Konami,Konami,2004-07-22JP,Released,Unreleased,Unreleased
1860,Karaoke Revolution: J-Pop Best Vol. 1,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1861,Karaoke Revolution: J-Pop Best Vol. 2,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1862,Karaoke Revolution: J-Pop Best Vol. 3,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1863,Karaoke Revolution: J-Pop Best Vol. 4,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1864,Karaoke Revolution: J-Pop Best Vol. 5,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1865,Karaoke Revolution: J-Pop Best Vol. 6,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1866,Karaoke Revolution: J-Pop Best Vol. 7,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1867,Karaoke Revolution: J-Pop Best Vol. 8,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1868,Karaoke Revolution: J-Pop Best Vol. 9,Konami,Konami,2004-03-18JP,Released,Unreleased,Unreleased
1869,Karaoke Revolution: Kazoku Idol Sengen,Konami,Konami,2004-07-22JP,Released,Unreleased,Unreleased
1870,Karaoke Revolution: Kissing Selection,Konami,Konami,2004-04-22JP,Released,Unreleased,Unreleased
1871,Karaoke Revolution: Love & Ballad,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1872,Karaoke Revolution: Night Selection 2003,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1873,Karaoke Revolution: Snow & Party,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1874,Karaoke Stage 2,Konami,Konami,2006-03-24EU,Unreleased,Released,Unreleased
1875,Kart Racer,Nordic Games Publishing,Nordic Games Publishing,2009-06-25EU,Unreleased,Released,Unreleased
1876,Kashimashi! Girl Meets Girl,Marvelous Entertainment,Marvelous Entertainment,2006-03-30JP,Released,Unreleased,Unreleased
1877,Katakamuna: Ushinawareta Ingaritsu,Alchemist,Alchemist,2004-11-25JP,Released,Unreleased,Unreleased
1878,Katamari Damacy,Now Production,Namco,2004-03-18JP,Released,Unreleased,Released
1879,Katana Action,ALU,"D3 PublisherJP, 505 Game StreetEU",2003-05-29JP,Released,Unreleased,Released
1880,Katei no Igaku,Artdink,Artdink,2001-12-06JP,Released,Unreleased,Unreleased
1881,Katekyoo Hitman Reborn Nerae!,Marvelous Entertainment,Marvelous Entertainment,2008-08-28JP,Released,Unreleased,Unreleased
1882,Katekyoo Hitman Reborn! Dream Hyper Battle!,Marvelous Entertainment,Marvelous Entertainment,2007-08-30JP,Released,Unreleased,Unreleased
1883,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Marvelous Entertainment,Marvelous Entertainment,2008-11-20JP,Released,Unreleased,Unreleased
1884,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Takara Tomy,Takara Tomy,2007-10-25JP,Released,Unreleased,Unreleased
1885,Kattobi! Golf,Konami,Konami,2003-03-27JP,Released,Unreleased,Unreleased
1886,Kazeiro Surf,Russel Corporation,Russel Corporation,2009-05-28JP,Released,Unreleased,Unreleased
1887,Kazoku Keikaku: Kokoro no Kizuna,Interchannel,Interchannel,2005-02-24JP,Released,Unreleased,Unreleased
1888,The Keihin Kyuukou: Train Simulator Real,Ongakukan,Sony Computer Entertainment,2002-10-31JP,Released,Unreleased,Unreleased
1889,Kelly Slater's Pro Surfer,Treyarch,"ActivisionEU,NA, CapcomJP",2002-09-16NA,Released,Released,Released
1890,Kengo: Master of Bushido,Lightweight,"GenkiJP, Crave EntertainmentNA, UbisoftEU",2000-12-14JP,Released,Released,Released
1891,Kengo 3,Lightweight,Genki,2004-09-22JP,Released,Unreleased,Unreleased
1892,Kenka Banchou,Y'sK,Spike,2005-06-09JP,Released,Unreleased,Unreleased
1893,Kenka Banchou 2: Full Throttle,Y'sK,Spike,2007-03-08JP,Released,Unreleased,Unreleased
1894,Kenran Butou Sai: The Mars Daybreak,Alfa System,Sony Computer Entertainment,2005-07-07JP,Released,Unreleased,Unreleased
1895,Keroro Gunsou: MeroMero Battle Royale,Bandai,Bandai,2004-09-30JP,Released,Unreleased,Unreleased
1896,Keroro Gunsou: MeroMero Battle Royale Z,Bandai,Bandai,2005-11-17JP,Released,Unreleased,Unreleased
1897,Kessen,Koei,"KoeiJP, Electronic ArtsEU,NA",2000-03-04JP,Released,Released,Released
1898,Kessen II,Koei,"KoeiJP,NA, THQEU",2001-03-29JP,Released,Released,Released
1899,Kessen III,Koei,Koei,2004-12-22JP,Released,Released,Released
1900,Kessen & Kessen II,Koei,Koei,2001-03-29JP,Released,Unreleased,Unreleased
1901,KeyboardMania,Konami,Konami,2000-09-21JP,Released,Unreleased,Unreleased
1902,KeyboardMania II: 2nd Mix & 3rd Mix,Konami,Konami,2002-02-28JP,Released,Unreleased,Unreleased
1903,Kiddies Party Pack,Phoenix Games,Phoenix Games,2006EU,Unreleased,Released,Unreleased
1904,Kidou Senshi Gundam 00: Gundam Meisters,Yuke's,Bandai Namco Games,2008-10-16JP,Released,Unreleased,Unreleased
1905,Kidou Senshi Gundam: Ghiren no Yabou - Axis no Kyoui V,BEC,Bandai Namco Games,2009-02-12JP,Released,Unreleased,Unreleased
1906,Kidou Senshi Gundam: Ghiren no Yabou - Zeon Dokuritsu Sensouden,Bandai,Bandai,2002-05-02JP,Released,Unreleased,Unreleased
1907,Kidou Senshi Gundam: Ghiren no Yabou - Zeon Dokuritsu Sensouden  Kouryaku Shireisho,Bandai,Bandai,2003-02-20JP,Released,Unreleased,Unreleased
1908,Kidou Senshi Gundam: Ghiren no Yabou - Zeon Dokuritsu Sensouden + Kouryaku Shireisho,Bandai,Bandai,2005-02-17JP,Released,Unreleased,Unreleased
1909,Kidou Senshi Gundam SEED Destiny: Generation of C.E.,Tom Create,Bandai,2005-08-25JP,Released,Unreleased,Unreleased
1910,Kidou Senshi Gundam SEED Destiny: Rengou vs. Z.A.F.T. II Plus,Bandai Namco Games,Bandai Namco Games,2006-12-07JP,Released,Unreleased,Unreleased
1911,Kidou Senshi Gundam Senki: Lost War Chronicles,Bandai,Bandai,2002-08-01JP,Released,Unreleased,Unreleased
1912,Kidou Shinsengumi: Moeyo Ken,RED Entertainment,Enterbrain,2002-12-26JP,Released,Unreleased,Unreleased
1913,Kidz Sports Basketball,Data Design Interactive,Phoenix Games,2004-08-31EU,Unreleased,Released,Unreleased
1914,Kidz Sports Ice Hockey,Data Design Interactive,Phoenix Games,2008-05-15AU,Unreleased,Released,Unreleased
1915,Kikou Busou G-Breaker 2: Doumei no Hangeki,Atelier-Sai,Sunrise Interactive,2002-08-08JP,Released,Unreleased,Unreleased
1916,Kikou Busou G-Breaker: Daisanshi Cloudia Taisen,Atelier-Sai,Sunrise Interactive,2002-04-25JP,Released,Unreleased,Unreleased
1917,Kikou Busou G-Breaker: Legend of Cloudia,Atelier-Sai,Sunrise Interactive,2002-11-07JP,Released,Unreleased,Unreleased
1918,Kikou Heidan J-Phoenix,Shoeisha,Takara,2001-06-28JP,Released,Unreleased,Unreleased
1919,Kikou Heidan J-Phoenix 2,Takara,Atlus,2004-02-26JP,Released,Unreleased,Unreleased
1920,Kikou Heidan J-Phoenix 2 Joshouhen,Takara,Takara,2003-08-28JP,Released,Unreleased,Unreleased
1921,Kikou Heidan J-Phoenix: Burst Tactics,Takara,Takara,2002-04-25JP,Released,Unreleased,Unreleased
1922,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Takara,Takara,2002-12-05JP,Released,Unreleased,Unreleased
1923,Kikou Heidan J-Phoenix Joshouhen,Takara,Takara,2001-02-15JP,Released,Unreleased,Unreleased
1924,Kikou Souhei Armodyne,Omiya Soft,Sony Computer Entertainment,2007-02-22JP,Released,Unreleased,Unreleased
1925,kill.switch,Namco,"NamcoNA, Sony Computer EntertainmentEU",2003-10-28NA,Unreleased,Released,Released
1926,Killer7,Grasshopper Manufacture,Capcom,2005-06-09JP,Released,Released,Released
1927,Killzone,Guerrilla Games,"Sony Computer EntertainmentEU,KO,NA, SegaJP",2004-11-02NA,Released,Released,Released
1928,Kimagure Strawberry Café,Vingt-et-un Systems,D3 Publisher,2003-10-09JP,Released,Unreleased,Unreleased
1929,Kimi ga Aruji de Shitsuji ga Ore de: Otsukae Nikki,Minato Station,Minato Station,2008-03-27JP,Released,Unreleased,Unreleased
1930,Kimi ga Nozomu Eien: Rumbling Hearts,?ge,PrincessSoft,2003-05-01JP,Released,Unreleased,Unreleased
1931,KimiKiss,Enterbrain,Enterbrain,2006-05-25JP,Released,Unreleased,Unreleased
1932,KimiStar: Kimi to Study,Primavera,Primavera,2006-04-27JP,Released,Unreleased,Unreleased
1933,Kinetica,Santa Monica Studio,Sony Computer Entertainment America,2001-10-14NA,Unreleased,Unreleased,Released
1934,King Arthur,Krome Studios,Konami,2004-11-17NA,Unreleased,Released,Released
1935,King of Clubs,Oxygen Games,Oxygen Games,2007-10-26EU,Unreleased,Released,Unreleased
1936,King of Colosseum II,Spike,Spike,2004-09-09JP,Released,Unreleased,Unreleased
1937,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,Spike,Spike,2002-12-19JP,Released,Unreleased,Unreleased
1938,King of Colosseum: Zero-One Disc,Spike,Spike,2003-03-06JP,Released,Unreleased,Unreleased
1939,The King of Fighters '94 Re-bout,SNK Playmore,SNK Playmore,2004-12-28JP,Released,Unreleased,Unreleased
1940,The King of Fighters '98 Ultimate Match,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU,NA",2008-06-26JP,Released,Released,Released
1941,The King of Fighters 02/03,SNK Playmore,SNK Playmore,2005-02-08NA,Unreleased,Unreleased,Released
1942,The King of Fighters 2000,Playmore,Playmore,2002-11-28JP,Released,Unreleased,Unreleased
1943,The King of Fighters 2000/2001,SNK Playmore,"SNK PlaymoreNA, Ignition EntertainmentEU",2003-12-09NA,Unreleased,Released,Released
1944,The King of Fighters 2001,SNK Playmore,SNK Playmore,2003-10-23JP,Released,Unreleased,Unreleased
1945,The King of Fighters 2002,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU",2004-03-25JP,Released,Released,Unreleased
1946,The King of Fighters 2002: Unlimited Match,SNK Playmore,SNK Playmore,2009-02-26JP,Released,Unreleased,Unreleased
1947,The King of Fighters 2003,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentPAL",2004-10-28JP,Released,Released,Unreleased
1948,The King of Fighters 2006,SNK Playmore,"SNK PlaymoreAU,JP,KO,NA, Ignition EntertainmentEU",2006-04-27JP,Released,Released,Released
1949,The King of Fighters Collection: The Orochi Saga,Terminal Reality,"SNK PlaymoreJP,KO,NA, Ignition EntertainmentEU",2006-04-20JP,Released,Released,Released
1950,The King of Fighters: Maximum Impact,SNK Playmore,"SNK PlaymoreJP,KO,NA, Ignition EntertainmentPAL",2004-08-12JP,Released,Released,Released
1951,The King of Fighters - Maximum Impact Maniax,SNK Playmore,SNK Playmore,2006-03-23JP,Released,Unreleased,Unreleased
1952,King of Fighters Maximum Impact Regulation A,SNK Playmore,SNK Playmore,2007-07-23KO,Released,Unreleased,Unreleased
1953,The King of Fighters NeoWave,SNK Playmore,"SNK PlaymoreAU,JP, Ignition EntertainmentEU",2005-07-21JP,Released,Released,Unreleased
1954,The King of Fighters NESTS Collection,SNK Playmore,SNK Playmore,2007-04-19JP,Released,Unreleased,Unreleased
1955,The King of Fighters XI,SNK Playmore,"SNK PlaymoreAU,JP,KO,NA, Ignition EntertainmentEU",2006-06-22JP,Released,Released,Released
1956,The King of Route 66,Sega AM2,Sega,2003-03-18NA,Unreleased,Released,Released
1957,King's Field IV: The Ancient City,FromSoftware,"FromSoftwareJP, AgetecNA, Metro 3DEU",2001-10-04JP,Released,Released,Released
1958,King's Field: Dark Side Box,FromSoftware,FromSoftware,2007-01-25JP,Released,Unreleased,Unreleased
1959,Kingdom Hearts,SquareSoft,"SquareSoftJP,NA, Sony Computer EntertainmentPAL",2002-03-28JP,Released,Released,Released
1960,Kingdom Hearts: Final Mix,SquareSoft,SquareSoft,2002-12-26JP,Released,Unreleased,Unreleased
1961,Kingdom Hearts II,Square Enix,Square Enix,2005-12-22JP,Released,Released,Released
1962,Kingdom Hearts II: Final Mix +,Square Enix,Square Enix,2007-03-29JP,Released,Unreleased,Unreleased
1963,Kingdom Hearts Re:Chain of Memories,Square Enix,Square Enix,2008-12-02NA,Unreleased,Unreleased,Released
1964,Kingdom Hearts: Trinity Master Pieces,Square Enix,Square Enix,2005-12-22JP,Released,Unreleased,Unreleased
1965,Kiniro no Corda 2,Koei,Koei,2007-03-15JP,Released,Unreleased,Unreleased
1966,Kiniro no Corda 2 Encore,Koei,Koei,2007-09-20JP,Released,Unreleased,Unreleased
1967,Kiniro no Corda 3,Koei,Koei,2010-02-25JP,Released,Unreleased,Unreleased
1968,Kinkou Myaku Tansa Simulation: Ingot 79,Microvision,FAB Communications,2002-11-14JP,Released,Unreleased,Unreleased
1969,Kinniku Banzuke: Muscle Wars 21,Konami,Konami,2001-08-09JP,Released,Unreleased,Unreleased
1970,Kinnikuman Muscle Grand Prix Max,Aki Corp.,Bandai Namco Games,2006-07-27JP,Released,Unreleased,Unreleased
1971,Kinnikuman Muscle Grand Prix Max 2: Tokumori,Aki Corp.,Bandai Namco Games,2008-09-25JP,Released,Unreleased,Unreleased
1972,Kino no Tabi: The Beautiful World,MediaWorks,MediaWorks,2003-07-17JP,Released,Unreleased,Unreleased
1973,Kino no Tabi II: The Beautiful World,MediaWorks,MediaWorks,2005-12-01JP,Released,Unreleased,Unreleased
1974,Kira * Kira: Rock 'n' Roll Show,PrincessSoft,PrincessSoft,2009-02-26JP,Released,Unreleased,Unreleased
1975,Kiruto: Anata to Tsumugu Yume to Koi no Dress,Nine'sFox,Nine'sFox,2007-05-31JP,Released,Unreleased,Unreleased
1976,The Kiryoku Kentei,Yuki,D3 Publisher,2003-11-27JP,Released,Unreleased,Unreleased
1977,Kita e Diamond Dust+ Kiss is Beginning,Red 5 Software,Hudson Soft,2004-10-28JP,Released,Unreleased,Unreleased
1978,Kita e. Diamond Dust Volume Summer,Red 5 Software,Hudson Soft,2003-10-30JP,Released,Unreleased,Unreleased
1979,Kitakata Kenzou San Goku Shi,Media Factory,Media Factory,2001-06-14JP,Released,Unreleased,Unreleased
1980,Kiwame Mahjong DXII,Athena,Athena,2003-12-18JP,Released,Unreleased,Unreleased
1981,Klonoa 2: Lunatea's Veil,Namco,"NamcoJP,NA, Sony Computer EntertainmentEU",2001-03-22JP,Released,Released,Released
1982,Knight Rider: The Game,Davilex Games,"Davilex GamesEU, JoyonKO",2002-11-22EU,Released,Released,Unreleased
1983,Knight Rider: The Game 2,Davilex Games,Davilex Games,2004-11-05EU,Unreleased,Released,Unreleased
1984,Knights of the Temple II,Cauldron,TDK Mediactive,2005-10-24EU,Unreleased,Released,Unreleased
1985,Knights of the Temple: Infernal Crusade,Starbreeze Studios,TDK Mediactive,2004-06-04EU,Unreleased,Released,Unreleased
1986,Knockout Kings 2001,Black Ops Entertainment,Electronic Arts,2001-02-05NA,Released,Released,Released
1987,Knockout Kings 2002,Electronic Arts,Electronic Arts,2002-03-04NA,Released,Released,Released
1988,Kohitsuji Hokaku Keakaku! Sweet Boys Life,Idea Factory,Idea Factory,2006-11-24JP,Released,Unreleased,Unreleased
1989,"Koi to Namida to, Tsuioku to...",HuneX,D3 Publisher,2004-03-18JP,Released,Unreleased,Unreleased
1990,Koihime Plus Musou:Doki! Shoujo Darake no Sangokushi Engi,Yeti,Yeti,2008-11-20JP,Released,Unreleased,Unreleased
1991,Koisuru Otome to Shugo no Tate: The Shield of AIGI,Alchemist,Alchemist,2008-11-20JP,Released,Unreleased,Unreleased
1992,Kokoro no Tobira,GeneX,GeneX,2004-04-08JP,Released,Unreleased,Unreleased
1993,Komorebi no Namikimichi: Utsurikawaru Kisetsu no Naka de,GN Software,GN Software,2004-07-29JP,Released,Unreleased,Unreleased
1994,Konami Kids Playground: Alphabet Circus,ImaginEngine,Konami,2007-09-11NA,Unreleased,Unreleased,Released
1995,Konami Kids Playground: Dinosaurs - Shapes & Colors,ImaginEngine,Konami,2007-09-11NA,Unreleased,Unreleased,Released
1996,"Konami Kids Playground: Frogger Hop, Skip & Jumpin' Fun",ImaginEngine,Konami,2007-09-11NA,Unreleased,Unreleased,Released
1997,Konami Kids Playground: Toy Pals Fun with Numbers,ImaginEngine,Konami,2007-09-11NA,Unreleased,Unreleased,Released
1998,The Konchuu Saishuu,Crossroad,D3 Publisher,2005-09-08JP,Released,Unreleased,Unreleased
1999,Konjiki no Gash Bell!: Yuujou Tag Battle,Eighting,Bandai,2004-03-25JP,Released,Unreleased,Unreleased
2000,Konjiki no Gash Bell!! Go! Go! Mamono Fight!!,Eighting,Bandai,2005-12-15JP,Released,Unreleased,Unreleased
2001,Konneko: Keep a Memory Green,Yeti,Yeti,2005-10-27JP,Released,Unreleased,Unreleased
2002,Kono Aozora ni Yakusoku o: Melody of the Sun and Se,Alchemist,Alchemist,2007-05-31JP,Released,Unreleased,Unreleased
2003,Kono Haretasora no Shita de,Starfish SD,Starfish SD,2005-03-31JP,Released,Unreleased,Unreleased
2004,Konohana 2: Todoke Kanai Requiem,Vridge,Success,2002-05-30JP,Released,Unreleased,Unreleased
2005,Konohana 3: Itsuwari no Kage no Mukou ni,Vridge,Success,2003-05-01JP,Released,Unreleased,Unreleased
2006,Konohana 4: Yami wo Harau Inori,Vridge,Success,2004-09-09JP,Released,Unreleased,Unreleased
2007,Konohana Pack: 3tsu no Jikenbo,Vridge,Success,2004-07-08JP,Released,Unreleased,Unreleased
2008,Korokke! Ban-Ou no Kiki o Sukue,Konami,Konami,2004-07-08JP,Released,Unreleased,Unreleased
2009,Kotoba no Puzzle: Mojipittan,Namco,Namco,2003-01-09JP,Released,Unreleased,Unreleased
2010,"Kou Rate Ura Mahjong Retsuden Mukoubuchi: Goburei, Last desu ne",Pi Arts,Pi Arts,2007-10-25JP,Released,Unreleased,Unreleased
2011,Kouenji Joshi Soccer,Starfish SD,Starfish SD,2006-04-13JP,Released,Unreleased,Unreleased
2012,Koufuku Sousakan,Sony Computer Entertainment,Sony Computer Entertainment,2004-04-15JP,Released,Unreleased,Unreleased
2013,Koushien: Konpeki no Sora,Mahou,Mahou,2002-02-14JP,Released,Unreleased,Unreleased
2014,Kousoku Tanigawa Shogi,Seta Corporation,Seta Corporation,2001-02-22JP,Released,Unreleased,Unreleased
2015,Kowloon Youma Gakuenki,Atlus,Atlus,2004-09-16JP,Released,Unreleased,Unreleased
2016,Kujibiki Unbalance: Kaicho Onegai Smash Fight,Shade,Marvelous Entertainment,2007-01-25JP,Released,Unreleased,Unreleased
2017,Kuma Uta,Sony Computer Entertainment,Sony Computer Entertainment,2003-11-20JP,Released,Unreleased,Unreleased
2018,Kung Fu,Vingt-et-un Systems,"D3 PublisherJP, 505 Game StreetEU",2005-07-28JP,Released,Released,Unreleased
2019,Kuon,FromSoftware,"FromSoftwareJP, YBM SisaKO, Agetec Inc.NA, Nob...",2004-04-01JP,Released,Released,Released
2020,Kuon no Kizuna: Sairinsho,FOG Inc.,FOG Inc.,2002-07-18JP,Released,Unreleased,Unreleased
2021,Kurogane no Houkou: Warship Commander,Koei,Koei,2001-04-05JP,Released,Unreleased,Unreleased
2022,Kuryuu Youma Gakuenki Recharge,Killaware,Atlus,2006-09-28JP,Released,Unreleased,Unreleased
2023,Kuusen II,Opera House,Kadokawa Games,2004-02-11JP,Released,Unreleased,Unreleased
2024,Kya: Dark Lineage,Eden Games,Atari,2003-11-18NA,Unreleased,Released,Released
2025,Kyo Kara Maoh! Hajimari no Tabi,Namco,Namco,2006-07-27JP,Released,Unreleased,Unreleased
